COMUNIDAD,PROVINCIA,MUNICIPIO,INE
Galicia,A Coruña,Ordes,150597
Galicia,A Coruña,Oroso,150601
Galicia,A Coruña,Ortigueira,150618
Galicia,A Coruña,Outes,150623
Galicia,A Coruña,Oza-Cesuras,159027
Galicia,A Coruña,Paderne,150644
Galicia,A Coruña,Padrón,150657
Galicia,A Coruña,"Pino, O",150660
Galicia,A Coruña,"Pobra do Caramiñal, A",150676
Galicia,A Coruña,Ponteceso,150682
Galicia,A Coruña,Pontedeume,150695
Galicia,A Coruña,"Pontes de García Rodríguez, As",150709
Galicia,A Coruña,Porto do Son,150716
Galicia,A Coruña,Rianxo,150721
Galicia,A Coruña,Ribeira,150737
Galicia,A Coruña,Rois,150742
Galicia,A Coruña,Sada,150755
Galicia,A Coruña,San Sadurniño,150768
Galicia,A Coruña,Santa Comba,150774
Galicia,A Coruña,Santiago de Compostela,150780
Galicia,A Coruña,Santiso,150793
Galicia,A Coruña,Sobrado,150807
Galicia,A Coruña,"Somozas, As",150814
Galicia,A Coruña,Teo,150829
Galicia,A Coruña,Toques,150835
Galicia,A Coruña,Tordoia,150840
Galicia,A Coruña,Touro,150853
Galicia,A Coruña,Trazo,150866
Galicia,A Coruña,Val do Dubra,150888
Galicia,A Coruña,Valdoviño,150872
Galicia,A Coruña,Vedra,150891
Galicia,A Coruña,Vilarmaior,150912
Galicia,A Coruña,Vilasantar,150905
Galicia,A Coruña,Vimianzo,150927
Galicia,A Coruña,Zas,150933
Castilla-La Mancha,Cuenca,Abia de la Obispalía,160014
Castilla-La Mancha,Cuenca,"Acebrón, El",160029
Castilla-La Mancha,Cuenca,Alarcón,160035
Castilla-La Mancha,Cuenca,Albaladejo del Cuende,160040
Castilla-La Mancha,Cuenca,Albalate de las Nogueras,160053
Castilla-La Mancha,Cuenca,Albendea,160066
Castilla-La Mancha,Cuenca,"Alberca de Záncara, La",160072
Castilla-La Mancha,Cuenca,Alcalá de la Vega,160088
Castilla-La Mancha,Cuenca,Alcantud,160091
Castilla-La Mancha,Cuenca,Alcázar del Rey,160105
Castilla-La Mancha,Cuenca,Alcohujate,160112
Castilla-La Mancha,Cuenca,Alconchel de la Estrella,160127
Castilla-La Mancha,Cuenca,Algarra,160133
Castilla-La Mancha,Cuenca,Aliaguilla,160148
Castilla-La Mancha,Cuenca,"Almarcha, La",160151
Castilla-La Mancha,Cuenca,Almendros,160164
Castilla-La Mancha,Cuenca,Almodóvar del Pinar,160170
Castilla-La Mancha,Cuenca,Almonacid del Marquesado,160186
Castilla-La Mancha,Cuenca,Altarejos,160199
Castilla-La Mancha,Cuenca,Arandilla del Arroyo,160203
Castilla-La Mancha,Cuenca,Arcas,169054
Castilla-La Mancha,Cuenca,Arcos de la Sierra,160225
Castilla-La Mancha,Cuenca,Arguisuelas,160246
Castilla-La Mancha,Cuenca,Arrancacepas,160259
Castilla-La Mancha,Cuenca,Atalaya del Cañavate,160262
Castilla-La Mancha,Cuenca,Barajas de Melo,160278
Castilla-La Mancha,Cuenca,Barchín del Hoyo,160297
Castilla-La Mancha,Cuenca,Bascuñana de San Pedro,160301
Castilla-La Mancha,Cuenca,Beamud,160318
Castilla-La Mancha,Cuenca,Belinchón,160323
Castilla-La Mancha,Cuenca,Belmonte,160339
Castilla-La Mancha,Cuenca,Belmontejo,160344
Castilla-La Mancha,Cuenca,Beteta,160357
Castilla-La Mancha,Cuenca,Boniches,160360
Castilla-La Mancha,Cuenca,Buciegas,160382
Castilla-La Mancha,Cuenca,Buenache de Alarcón,160395
Castilla-La Mancha,Cuenca,Buenache de la Sierra,160409
Castilla-La Mancha,Cuenca,Buendía,160416
Castilla-La Mancha,Cuenca,Campillo de Altobuey,160421
Castilla-La Mancha,Cuenca,Campillos-Paravientos,160437
Castilla-La Mancha,Cuenca,Campillos-Sierra,160442
Castilla-La Mancha,Cuenca,Campos del Paraíso,169015
Castilla-La Mancha,Cuenca,Canalejas del Arroyo,160455
Castilla-La Mancha,Cuenca,Cañada del Hoyo,160468
Castilla-La Mancha,Cuenca,Cañada Juncosa,160474
Castilla-La Mancha,Cuenca,Cañamares,160480
Castilla-La Mancha,Cuenca,"Cañavate, El",160493
Castilla-La Mancha,Cuenca,Cañaveras,160506
Castilla-La Mancha,Cuenca,Cañaveruelas,160513
Castilla-La Mancha,Cuenca,Cañete,160528
Castilla-La Mancha,Cuenca,Cañizares,160534
Castilla-La Mancha,Cuenca,Carboneras de Guadazaón,160552
Castilla-La Mancha,Cuenca,Cardenete,160565
Castilla-La Mancha,Cuenca,Carrascosa,160571
Castilla-La Mancha,Cuenca,Carrascosa de Haro,160587
Castilla-La Mancha,Cuenca,Casas de Benítez,160604
Castilla-La Mancha,Cuenca,Casas de Fernando Alonso,160611
Castilla-La Mancha,Cuenca,Casas de Garcimolina,160626
Castilla-La Mancha,Cuenca,Casas de Guijarro,160632
Castilla-La Mancha,Cuenca,Casas de Haro,160647
Castilla-La Mancha,Cuenca,Casas de los Pinos,160650
Castilla-La Mancha,Cuenca,Casasimarro,160663
Castilla-La Mancha,Cuenca,Castejón,160679
Castilla-La Mancha,Cuenca,Castillejo de Iniesta,160685
Castilla-La Mancha,Cuenca,Castillejo-Sierra,160702
Castilla-La Mancha,Cuenca,Castillo de Garcimuñoz,160724
Castilla-La Mancha,Cuenca,Castillo-Albaráñez,160719
Castilla-La Mancha,Cuenca,Cervera del Llano,160730
Castilla-La Mancha,Cuenca,Chillarón de Cuenca,160231
Castilla-La Mancha,Cuenca,Chumillas,160817
Castilla-La Mancha,Cuenca,"Cierva, La",160745
Castilla-La Mancha,Cuenca,Cuenca,160783
Castilla-La Mancha,Cuenca,Cueva del Hierro,160796
Castilla-La Mancha,Cuenca,Enguídanos,160822
Castilla-La Mancha,Cuenca,Fresneda de Altarejos,160838
Castilla-La Mancha,Cuenca,Fresneda de la Sierra,160843
Castilla-La Mancha,Cuenca,"Frontera, La",160856
Castilla-La Mancha,Cuenca,Fuente de Pedro Naharro,160869
Castilla-La Mancha,Cuenca,Fuentelespino de Haro,160875
Castilla-La Mancha,Cuenca,Fuentelespino de Moya,160881
Castilla-La Mancha,Cuenca,Fuentenava de Jábaga,169041
Castilla-La Mancha,Cuenca,Fuentes,160894
Castilla-La Mancha,Cuenca,Fuertescusa,160915
Castilla-La Mancha,Cuenca,Gabaldón,160920
Castilla-La Mancha,Cuenca,Garaballa,160936
Castilla-La Mancha,Cuenca,Gascueña,160941
Castilla-La Mancha,Cuenca,Graja de Campalbo,160954
Castilla-La Mancha,Cuenca,Graja de Iniesta,160967
Castilla-La Mancha,Cuenca,Henarejos,160973
Castilla-La Mancha,Cuenca,"Herrumblar, El",160989
Castilla-La Mancha,Cuenca,"Hinojosa, La",160992
Castilla-La Mancha,Cuenca,"Hinojosos, Los",161006
Castilla-La Mancha,Cuenca,"Hito, El",161013
Castilla-La Mancha,Cuenca,Honrubia,161028
Castilla-La Mancha,Cuenca,Hontanaya,161034
Castilla-La Mancha,Cuenca,Hontecillas,161049
Castilla-La Mancha,Cuenca,Horcajo de Santiago,161065
Castilla-La Mancha,Cuenca,Huélamo,161071
Castilla-La Mancha,Cuenca,Huelves,161087
Castilla-La Mancha,Cuenca,Huérguina,161090
Castilla-La Mancha,Cuenca,Huerta de la Obispalía,161104
Castilla-La Mancha,Cuenca,Huerta del Marquesado,161111
Castilla-La Mancha,Cuenca,Huete,161126
Castilla-La Mancha,Cuenca,Iniesta,161132
Castilla-La Mancha,Cuenca,Laguna del Marquesado,161150
Castilla-La Mancha,Cuenca,Lagunaseca,161163
Castilla-La Mancha,Cuenca,Landete,161179
Castilla-La Mancha,Cuenca,Ledaña,161185
Castilla-La Mancha,Cuenca,Leganiel,161198
Castilla-La Mancha,Cuenca,"Majadas, Las",161219
Castilla-La Mancha,Cuenca,Mariana,161224
Castilla-La Mancha,Cuenca,Masegosa,161230
Castilla-La Mancha,Cuenca,"Mesas, Las",161245
Castilla-La Mancha,Cuenca,Minglanilla,161258
Castilla-La Mancha,Cuenca,Mira,161261
Castilla-La Mancha,Cuenca,Monreal del Llano,161283
Castilla-La Mancha,Cuenca,Montalbanejo,161296
Castilla-La Mancha,Cuenca,Montalbo,161300
Castilla-La Mancha,Cuenca,Monteagudo de las Salinas,161317
Castilla-La Mancha,Cuenca,Mota de Altarejos,161322
Castilla-La Mancha,Cuenca,Mota del Cuervo,161338
Castilla-La Mancha,Cuenca,Motilla del Palancar,161343
Castilla-La Mancha,Cuenca,Moya,161356
Castilla-La Mancha,Cuenca,Narboneta,161375
Castilla-La Mancha,Cuenca,Olivares de Júcar,161394
Castilla-La Mancha,Cuenca,Olmeda de la Cuesta,161408
Castilla-La Mancha,Cuenca,Olmeda del Rey,161415
Castilla-La Mancha,Cuenca,Olmedilla de Alarcón,161420
Castilla-La Mancha,Cuenca,Olmedilla de Eliz,161436
Castilla-La Mancha,Cuenca,Osa de la Vega,161454
Castilla-La Mancha,Cuenca,Pajarón,161467
Castilla-La Mancha,Cuenca,Pajaroncillo,161473
Castilla-La Mancha,Cuenca,Palomares del Campo,161489
Castilla-La Mancha,Cuenca,Palomera,161492
Castilla-La Mancha,Cuenca,Paracuellos,161505
Castilla-La Mancha,Cuenca,Paredes,161512
Castilla-La Mancha,Cuenca,"Parra de las Vegas, La",161527
Castilla-La Mancha,Cuenca,"Pedernoso, El",161533
Castilla-La Mancha,Cuenca,"Pedroñeras, Las",161548
Castilla-La Mancha,Cuenca,"Peral, El",161551
Castilla-La Mancha,Cuenca,"Peraleja, La",161564
Castilla-La Mancha,Cuenca,"Pesquera, La",161570
Castilla-La Mancha,Cuenca,"Picazo, El",161586
Castilla-La Mancha,Cuenca,Pinarejo,161599
Castilla-La Mancha,Cuenca,Pineda de Gigüela,161603
Castilla-La Mancha,Cuenca,Piqueras del Castillo,161610
Castilla-La Mancha,Cuenca,Portalrubio de Guadamejud,161625
Castilla-La Mancha,Cuenca,Portilla,161631
Castilla-La Mancha,Cuenca,Poyatos,161659
Castilla-La Mancha,Cuenca,Pozoamargo,161662
Castilla-La Mancha,Cuenca,Pozorrubielos de la Mancha,169089
Castilla-La Mancha,Cuenca,Pozorrubio de Santiago,161678
Castilla-La Mancha,Cuenca,"Pozuelo, El",161697
Castilla-La Mancha,Cuenca,Priego,161701
Castilla-La Mancha,Cuenca,"Provencio, El",161718
Castilla-La Mancha,Cuenca,Puebla de Almenara,161723
Castilla-La Mancha,Cuenca,Puebla del Salvador,161744
Castilla-La Mancha,Cuenca,Quintanar del Rey,161757
Castilla-La Mancha,Cuenca,Rada de Haro,161760
Castilla-La Mancha,Cuenca,Reíllo,161776
Castilla-La Mancha,Cuenca,Rozalén del Monte,161816
Castilla-La Mancha,Cuenca,Saceda-Trasierra,161855
Castilla-La Mancha,Cuenca,Saelices,161868
Castilla-La Mancha,Cuenca,Salinas del Manzano,161874
Castilla-La Mancha,Cuenca,Salmeroncillos,161880
Castilla-La Mancha,Cuenca,Salvacañete,161893
Castilla-La Mancha,Cuenca,San Clemente,161907
Castilla-La Mancha,Cuenca,San Lorenzo de la Parrilla,161914
Castilla-La Mancha,Cuenca,San Martín de Boniches,161929
Castilla-La Mancha,Cuenca,San Pedro Palmiches,161935
Castilla-La Mancha,Cuenca,Santa Cruz de Moya,161940
Castilla-La Mancha,Cuenca,Santa María de los Llanos,161966
Castilla-La Mancha,Cuenca,Santa María del Campo Rus,161953
Castilla-La Mancha,Cuenca,Santa María del Val,161972
Castilla-La Mancha,Cuenca,Sisante,161988
Castilla-La Mancha,Cuenca,Solera de Gabaldón,161991
Castilla-La Mancha,Cuenca,Sotorribas,169092
Castilla-La Mancha,Cuenca,Talayuelas,162027
Castilla-La Mancha,Cuenca,Tarancón,162033
Castilla-La Mancha,Cuenca,Tébar,162048
Castilla-La Mancha,Cuenca,Tejadillos,162051
Castilla-La Mancha,Cuenca,Tinajas,162064
Castilla-La Mancha,Cuenca,Torralba,162099
Castilla-La Mancha,Cuenca,Torrejoncillo del Rey,162110
Castilla-La Mancha,Cuenca,Torrubia del Campo,162125
Castilla-La Mancha,Cuenca,Torrubia del Castillo,162131
Castilla-La Mancha,Cuenca,Tragacete,162159
Castilla-La Mancha,Cuenca,Tresjuncos,162162
Castilla-La Mancha,Cuenca,Tribaldos,162178
Castilla-La Mancha,Cuenca,Uclés,162184
Castilla-La Mancha,Cuenca,Uña,162197
Castilla-La Mancha,Cuenca,"Valdecolmenas, Los",169067
Castilla-La Mancha,Cuenca,Valdemeca,162244
Castilla-La Mancha,Cuenca,Valdemorillo de la Sierra,162257
Castilla-La Mancha,Cuenca,Valdemoro-Sierra,162276
Castilla-La Mancha,Cuenca,Valdeolivas,162282
Castilla-La Mancha,Cuenca,Valdetórtola,169020
Castilla-La Mancha,Cuenca,"Valeras, Las",169036
Castilla-La Mancha,Cuenca,Valhermoso de la Fuente,162316
Castilla-La Mancha,Cuenca,"Valle de Altomira, El",161739
Castilla-La Mancha,Cuenca,Valsalobre,162342
Castilla-La Mancha,Cuenca,Valverde de Júcar,162368
Castilla-La Mancha,Cuenca,Valverdejo,162374
Castilla-La Mancha,Cuenca,Vara de Rey,162380
Castilla-La Mancha,Cuenca,Vega del Codorno,162393
Castilla-La Mancha,Cuenca,Vellisca,162407
Castilla-La Mancha,Cuenca,Villaconejos de Trabaque,162429
Castilla-La Mancha,Cuenca,Villaescusa de Haro,162435
Castilla-La Mancha,Cuenca,Villagarcía del Llano,162440
Castilla-La Mancha,Cuenca,Villalba de la Sierra,162453
Castilla-La Mancha,Cuenca,Villalba del Rey,162466
Castilla-La Mancha,Cuenca,Villalgordo del Marquesado,162472
Castilla-La Mancha,Cuenca,Villalpardo,162488
Castilla-La Mancha,Cuenca,Villamayor de Santiago,162491
Castilla-La Mancha,Cuenca,Villanueva de Guadamejud,162504
Castilla-La Mancha,Cuenca,Villanueva de la Jara,162511
Castilla-La Mancha,Cuenca,Villar de Cañas,162532
Castilla-La Mancha,Cuenca,Villar de Domingo García,162547
Castilla-La Mancha,Cuenca,Villar de la Encina,162550
Castilla-La Mancha,Cuenca,Villar de Olalla,162630
Castilla-La Mancha,Cuenca,Villar del Humo,162585
Castilla-La Mancha,Cuenca,Villar del Infantado,162598
Castilla-La Mancha,Cuenca,Villar y Velasco,169106
Castilla-La Mancha,Cuenca,Villarejo de Fuentes,162645
Castilla-La Mancha,Cuenca,Villarejo de la Peñuela,162658
Castilla-La Mancha,Cuenca,Villarejo-Periesteban,162661
Castilla-La Mancha,Cuenca,Villares del Saz,162696
Castilla-La Mancha,Cuenca,Villarrubio,162700
Castilla-La Mancha,Cuenca,Villarta,162717
Castilla-La Mancha,Cuenca,Villas de la Ventosa,162722
Castilla-La Mancha,Cuenca,Villaverde y Pasaconsol,162738
Castilla-La Mancha,Cuenca,Víllora,162743
Castilla-La Mancha,Cuenca,Vindel,162756
Castilla-La Mancha,Cuenca,Yémeda,162769
Castilla-La Mancha,Cuenca,Zafra de Záncara,162775
Castilla-La Mancha,Cuenca,Zafrilla,162781
Castilla-La Mancha,Cuenca,Zarza de Tajo,162794
Castilla-La Mancha,Cuenca,Zarzuela,162808
Cataluña,Girona,Agullana,170010
Cataluña,Girona,Aiguaviva,170025
Cataluña,Girona,Albanyà,170031
Cataluña,Girona,Albons,170046
Cataluña,Girona,Alp,170062
Cataluña,Girona,Amer,170078
Cataluña,Girona,Anglès,170084
Cataluña,Girona,Arbúcies,170097
Cataluña,Girona,Argelaguer,170101
Cataluña,Girona,"Armentera, L'",170118
Cataluña,Girona,Avinyonet de Puigventós,170123
Cataluña,Girona,Banyoles,170157
